"idx","Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
1,153,158,24174,1.033,0.587,0.641,46.95,14180,15491,302,"positive"
2,174,471,81954,2.707,0.339,0.433,15.84,27820,35499,1756,"positive"
3,168,145,24360,0.863,0.798,0.963,13.06,19430,23457,1488,"positive"
4,72,96,6912,1.333,0.488,0.582,15.69,3374,4025,215,"positive"
5,64,73,4672,1.141,0.403,0.445,72.38,1882,2077,26,"positive"
6,65,50,3250,0.769,0.454,0.487,245.83,1475,1582,6,"positive"
7,28,31,868,1.107,0.508,0.767,7.47,441,666,59,"positive"
8,93,104,9672,1.118,0.451,0.611,4.25,4366,5908,1028,"positive"
9,187,137,25619,0.733,0.899,0.991,29.29,23025,25400,786,"positive"
10,128,347,44416,2.711,0.399,0.567,13.07,17721,25163,1356,"positive"
11,28,32,896,1.143,0.462,0.722,7.02,414,647,59,"positive"
12,29,31,899,1.069,0.463,0.726,6.93,416,653,60,"positive"
13,28,32,896,1.143,0.488,0.743,7.05,437,666,62,"positive"
14,186,469,87234,2.522,0.378,0.529,22.29,33017,46133,1481,"positive"
15,29,32,928,1.103,0.476,0.72,7.25,442,668,61,"positive"
16,28,32,896,1.143,0.481,0.742,7.43,431,665,58,"positive"
17,28,31,868,1.107,0.492,0.745,7.49,427,647,57,"positive"
18,108.68850344047,118.119653096423,13463.9112815615,1.095774620126,0.486560607798398,0.618844251720235,15.4149849484675,6932.11621274613,8413.71547450032,838.169108370319,"positive"
19,104.192161180079,114.072945062071,12377.1453572251,1.10214443832822,0.476368898674846,0.616596080590039,12.2150880398229,6196.66449702159,7695.57467647828,892.574849721044,"positive"
20,146.467864715494,152.121078243945,22595.182901735,1.04225385831972,0.572193826688454,0.637733932357747,42.3012970558601,13111.5604052977,14447.709126143,381.03883694252,"positive"
21,135.138276491314,141.924448842183,19856.8214279506,1.05830410830397,0.546513426713645,0.632069138245657,34.2384067696519,11258.4174247626,12638.1850602711,518.126854455099,"positive"
22,104.058505391702,113.952654852532,12344.8407531744,1.10233378402842,0.476065945554525,0.616529252695851,12.119969670428,6174.80286523607,7674.22761947801,894.192084760405,"positive"
23,135.667611334473,142.400850201026,19984.7616595421,1.05755421727616,0.547713252358139,0.632333805667236,34.6151167330332,11344.9989606086,12722.7286569709,511.721902852878,"positive"
24,115.124621104449,123.912158994004,15019.5209209453,1.0866567867687,0.501149141170084,0.622062310552224,19.9953553526662,7984.85052531771,9441.67073406558,760.292084636167,"positive"
25,134.746621783823,141.57195960544,19762.15848515,1.05885895247292,0.545625676043332,0.631873310891911,33.9596791694872,11194.3557697739,12575.6312759062,522.865876415744,"positive"
26,143.491370349191,149.442233314272,21875.7642133995,1.04647055867198,0.565447106124833,0.636245685174596,40.183025231841,12624.7051434494,13972.313367605,417.054418774787,"positive"
