"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0,0.1887,"positive"
1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0,0,"positive"
1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0,0,"positive"
1.51663998,13.1373,3.44832,1.76018,72.4812,0.60237,8.37824,0,0.0867,"positive"
1.5177562,13.52965,3.40791,1.51943,72.0388,0.57753,8.78712,0,0,"positive"
1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0,0,"positive"
1.52126432,14.321,3.90181,0.82928,71.5012,0,9.48652,0,0,"positive"
1.51645774,13.03755,3.39893,1.25942,73.0076,0.52164,8.58268,0,0,"positive"
1.5193508,13.6427,3.53812,0.74903,72.6492,0.16146,8.89472,0.1512,0.1224,"positive"
1.51693612,12.858,3.57853,1.31078,72.61,0.60858,8.78712,0,0,"positive"
1.51777898,13.6427,3.65037,0.64952,73.002,0.0621,8.927,0,0,"positive"
1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0,0.051,"positive"
1.52121876,14.0284,3.75813,0.5789,71.7924,0.11178,9.64792,0,0,"positive"
1.52109797418845,13.9883468574594,3.69180702926759,0.850765412841081,71.8327812352691,0.204759352343765,9.05158903408044,0.0553595363141969,0.164425282687624,"positive"
1.52110967770296,14.0370671900921,3.69514196511221,1.04935520052074,71.5165460499637,0.309497187625989,9.06079463485669,0,0.145438784492109,"positive"
1.52196210684709,14.1619383678846,3.77691406239981,0.855540291815083,71.4316121288732,0.21050300768612,9.22478075559773,0,0.157886528946273,"positive"
1.51844229029464,13.6334628296335,3.46667498400471,1.42325707557767,71.9319517075118,0.522692983772568,8.84311128054416,0,0.0297554202959407,"positive"
1.52107327990582,13.9834615396447,3.68963484119248,0.849327500665649,71.84432036849,0.204147366171156,9.04937187205442,0.056714130214043,0.163831304013287,"positive"
1.51938167477208,13.7756017892977,3.54713511326435,1.2915785588324,71.7856566379158,0.447610968715455,8.91977369688439,0,0.0704960927173728,"positive"
1.52191087322093,14.2189764392863,3.8088151408622,0.890839328926902,71.3938067781961,0.176255289813511,9.22239404191762,0,0.144750721102883,"positive"
1.52204085682795,14.1984655362489,3.79011937563497,0.903215268541565,71.3722163539462,0.211689802527046,9.1692939356482,0,0.1738515286454,"positive"
1.52157502146489,14.0827220451484,3.73376963335168,0.878543182186521,71.6098667996496,0.216581778661441,9.09442045063876,0.0291913199588656,0.17589983787518,"positive"
1.52094430983695,14.0120452560466,3.68097788193344,1.0725356935326,71.5422996195076,0.322714515466299,9.04729909549179,0,0.138266856255778,"positive"
1.51609326,13.3697668350129,3.47373174987077,1.28912981208932,72.6787489025587,0.572112703836209,8.3306212981231,0,0,"positive"
1.51645960665101,13.2009248908994,3.47498405850396,1.62144573569042,72.5440165892001,0.588028418421589,8.36404028361779,0,0.0580960174178006,"positive"
1.51609326,13.3773240804322,3.46316215882845,1.27948884497392,72.6801126160178,0.57463313853296,8.32974787212191,0,0,"positive"
1.51652019853295,13.1795517118843,3.46602693987291,1.66805001625889,72.5229149387751,0.592846111404661,8.36881032056261,0,0.0677048046649201,"positive"
1.51627839133079,13.3021271617462,3.54130329638921,1.35223061267809,72.6800279212793,0.5589,8.36758729748773,0,0.0153508566159289,"positive"
1.51609326,13.4083261139286,3.41980260156137,1.23993877495925,72.685706967927,0.584972699650715,8.32616482292297,0,0,"positive"
1.51619414791379,13.3478208856904,3.49831781229015,1.32616439450806,72.6641596270777,0.55064915788441,8.40429803472219,0,0,"positive"
1.51655742606498,13.1664200731068,3.46052370395898,1.69668359376649,72.5099501266245,0.595806092414043,8.37174102179665,0,0.0736084244834958,"positive"
1.51627603117007,13.3024844130105,3.541148231689,1.35207048276125,72.6799204772901,0.5589,8.36717440558616,0,0.0151551550640725,"positive"
1.51609326,13.391571961129,3.44323502085272,1.2613124669893,72.6826836621586,0.579384982739598,8.32810117828412,0,0,"positive"
1.51646890604222,13.0831847028481,3.39782957134378,1.26178016212904,72.9623084152184,0.52164,8.59059132227678,0,0,"positive"
1.51614714738617,13.4216769046619,3.39786786495214,1.22773409388253,72.6824387966134,0.581870440409901,8.36262008835725,0,0,"positive"
1.5166520350745,13.2980788700555,3.50615621710829,1.34514270947307,72.6778569207899,0.545748260854427,8.51496160898875,0,0.0329984246799722,"positive"
1.51630827883994,13.3678113332462,3.4634497622239,1.31088598101901,72.6557425965279,0.541315272221155,8.48246619581617,0,0,"positive"
1.51663962596428,13.311533875434,3.49217982054399,1.33714908221759,72.6730632346632,0.542848703304394,8.53087104391974,0,0.0290296261010226,"positive"
1.51613681728526,13.4219784637974,3.39807147405267,1.22642401216443,72.6835815470217,0.583419275338312,8.35530104407543,0,0,"positive"
1.51647023973218,13.4122451043943,3.39149962687675,1.26870923820283,72.6466972377047,0.533427863246184,8.59153626327232,0,0,"positive"
1.51653144553895,13.3387785195847,3.39166621883493,1.274999111942,72.7086363565024,0.52164,8.63490157149406,0,0,"positive"
1.51615432204694,13.4214674599994,3.39772645043571,1.22864399708512,72.6816451115768,0.580794713726467,8.36770345204357,0,0,"positive"
1.51669948472237,13.2466299542359,3.55959881561156,1.37570854309365,72.6961868988957,0.556835517091798,8.45412750632724,0,0.048174218241591,"positive"
1.51668598876119,13.2044550179804,3.52993606846885,1.50517270465536,72.6282341446308,0.573104550059054,8.42170393945681,0,0.0626655725122662,"positive"
1.51663927119283,13.1394208985422,3.44786594957672,1.75643449239661,72.4824197208561,0.601742014893412,8.38033250580543,0,0.0860255752664292,"positive"
1.51624859556133,13.3420051145709,3.41296282004317,1.37412168845674,72.6295297770208,0.59347880390638,8.33972580114036,0,0.0246334378971951,"positive"
1.51643978704609,13.2079160578743,3.47791393205808,1.6062014752568,72.5509189391717,0.586452551019983,8.36248000450656,0,0.0549529830557294,"positive"
1.51616611102221,13.3851468579854,3.40551127009653,1.29275963429149,72.660790379348,0.591604978226339,8.33160890729284,0,0.0115528673287947,"positive"
1.51662835323795,13.1720896913163,3.440872084056,1.69874139237562,72.5012074219637,0.59206898485251,8.41256395732286,0,0.0756372226769803,"positive"
1.51637799815966,13.2743239011676,3.4246528886915,1.50176332078459,72.5804878206747,0.596418481019405,8.35245966818389,0,0.0451543723335257,"positive"
1.51641448153798,13.2552420639698,3.42794875139196,1.53775021766868,72.5666610794004,0.597247284719339,8.35604981625607,0,0.0509399827026296,"positive"
1.51653875720953,13.1902423780618,3.43917565989693,1.66033469263451,72.5195621637853,0.60007049191982,8.36827916789745,0,0.0706478783774888,"positive"
1.51663927796173,13.1394006445875,3.44787028562417,1.75647026088805,72.4824080728822,0.601748011965717,8.38031252299297,0,0.0860320158234565,"positive"
1.51720324199417,13.3752472892821,3.49320615229131,1.44659265837188,72.3874989447791,0.56769909603324,8.60542505347103,0,0.0269122974935453,"positive"
1.51719583702046,13.4740936126935,3.39957422125292,1.40769064959023,72.3169068276865,0.551589762017021,8.72219746485849,0,0,"positive"
1.51732869769912,13.48726589493,3.40155061380904,1.43418377363735,72.2509683856137,0.557740128384596,8.73759043761741,0,0,"positive"
1.5169272710554,13.4474670236481,3.39557912067436,1.35413717162313,72.4501954839602,0.539157347131949,8.6910819487711,0,0,"positive"
1.51625467638499,13.3495148410678,3.51737258304436,1.35711874100426,72.6101760830691,0.560708355835055,8.37906646102941,0,0,"positive"
1.51744147858037,13.4417701975562,3.45645713351682,1.47797391957853,72.237265391165,0.571934645524509,8.68370655646801,0,0.015317395504564,"positive"
1.51677789363722,13.2564770777661,3.55881796701944,1.39056445503778,72.6557264081072,0.560136932531723,8.46566100962549,0,0.0476138722964097,"positive"
1.51762563805718,13.4837576326673,3.41263667405101,1.54759002914577,72.0905466122288,0.580435483381022,8.73929415278453,0,0.0101411195303779,"positive"
1.51710848264924,13.3019781229759,3.43135901376461,1.65913180806308,72.2955147658862,0.591944093093611,8.54985613590516,0,0.0503100592277013,"positive"
1.51642014314305,13.3693655983009,3.50530988981444,1.37500531804798,72.5472108741613,0.562562088202236,8.42403365004586,0,0,"positive"
1.51625715972109,13.3736318683272,3.44439641045118,1.26366965700043,72.6913845492736,0.581675870094309,8.3559802903587,0,0.0135903582992032,"positive"
1.51632687381627,13.4164302814828,3.39432540809894,1.25052731849031,72.6625568561455,0.554923310382951,8.48995918325843,0,0,"positive"
1.51665054591157,13.2545402208988,3.55352324656415,1.36632384288798,72.6985479566377,0.561816602357186,8.43168215603876,0,0.046209445403656,"positive"
1.51628150063659,13.2240500067737,3.39893,1.24079417614487,72.853255166808,0.554670374546831,8.45781154848523,0,0,"positive"
1.5164026174288,13.0958818034202,3.39893,1.25359438146812,72.959325404066,0.531970945013312,8.54362476298876,0,0,"positive"
