"Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
0.545,0.41,0.145,0.873,0.3035,0.196,0.31,"positive"
0.635,0.51,0.155,1.156,0.428,0.289,0.315,"positive"
0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,"positive"
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,"positive"
0.565,0.48,0.175,0.957,0.3885,0.215,0.275,"positive"
0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,"positive"
0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,"positive"
0.565,0.455,0.17,0.9065,0.342,0.156,0.32,"positive"
0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,"positive"
0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,"positive"
0.61,0.5,0.24,1.642,0.532,0.3345,0.69,"positive"
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,"positive"
0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,"positive"
0.7,0.53,0.19,1.3185,0.548,0.233,0.42,"positive"
0.485,0.38,0.14,0.673,0.2175,0.13,0.195,"positive"
0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,"positive"
0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,"positive"
0.545,0.405,0.175,0.98,0.2585,0.207,0.38,"positive"
0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,"positive"
0.565,0.455,0.15,0.8205,0.365,0.159,0.26,"positive"
0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,"positive"
0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,"positive"
0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,"positive"
0.725,0.56,0.21,2.141,0.65,0.398,1.005,"positive"
0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,"positive"
0.605,0.475,0.16,1.616,0.5495,0.332,0.34,"positive"
0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,"positive"
0.64,0.54,0.175,1.571,0.627,0.271,0.475,"positive"
0.65,0.525,0.18,1.626,0.597,0.3445,0.53,"positive"
0.655,0.5,0.18,1.4155,0.508,0.314,0.445,"positive"
0.645,0.485,0.155,1.489,0.5915,0.312,0.38,"positive"
0.465,0.35,0.13,0.494,0.1945,0.103,0.155,"positive"
0.534214254240505,0.418089309319621,0.131517817800632,0.869494632628164,0.292174966952531,0.185214254240505,0.299214254240505,"positive"
0.544945837734267,0.4100406216993,0.144932297167834,0.872982397263637,0.30344312962098,0.195945837734267,0.309945837734267,"positive"
0.564351564524695,0.453541020180564,0.169189455655869,0.905413870578865,0.340751761710038,0.157296870950609,0.319675782262348,"positive"
0.525282774814405,0.424787918889197,0.120353468518006,0.866591901814681,0.282796913555125,0.176282774814405,0.290282774814405,"positive"
0.562114590322599,0.448507828225847,0.14927864758065,0.828074200403178,0.356127365241991,0.164338007903192,0.267213524193503,"positive"
0.529181766211987,0.42186367534101,0.125227207764983,0.867859074018896,0.286890854522586,0.180181766211987,0.294181766211987,"positive"
0.566832670286531,0.438070576082682,0.151237905796152,0.850231643844047,0.310673591665574,0.160132041672128,0.316237905796152,"positive"
0.555507471589372,0.433641811076086,0.147626867897343,0.8454178870779,0.335810475137318,0.176561177559663,0.283731321026571,"positive"
0.559333270853385,0.442249859420117,0.148583317713346,0.835375164009864,0.34757480787416,0.169483448921237,0.274166822866537,"positive"
0.573267877552425,0.446344413995976,0.15307653644355,0.843520641981042,0.312788016910083,0.149559915449587,0.31807653644355,"positive"
0.56383051501587,0.452368658785708,0.149707628753968,0.82356989808334,0.361403833673801,0.16116354722064,0.262923712460324,"positive"
0.561425746672321,0.431118817150127,0.149693070477806,0.855870292756008,0.308897031049477,0.169014844752615,0.314693070477806,"positive"
0.534570092484355,0.417822430636734,0.131962615605444,0.869610280057415,0.292548597108573,0.185570092484355,0.299570092484355,"positive"
0.548328440189362,0.417488990426064,0.149160550236702,0.878575137317181,0.309907247364521,0.189343119621277,0.311664220094681,"positive"
0.540265031862073,0.413551226103445,0.139081289827591,0.871461135355174,0.298528283455176,0.191265031862073,0.305265031862073,"positive"
0.601847288461868,0.495791695055086,0.164472203296609,1.06175157719874,0.409292398489197,0.253952847802546,0.296055593406782,"positive"
0.570840497412719,0.475452575529925,0.194482770822942,1.03113573727245,0.463040959105361,0.191773676848505,0.305129307294264,"positive"
0.626166883989936,0.506787957814522,0.161424084370956,1.18177663853846,0.444461716200574,0.283378926175414,0.33025720038102,"positive"
0.57203788268147,0.483016235434916,0.172989176376723,0.977007695051609,0.392471376655973,0.222440047406126,0.279021647246555,"positive"
0.615969723921735,0.501844167395029,0.160437221736647,1.10189964372036,0.417261487070122,0.268882279574405,0.304125556526706,"positive"
0.61544656699989,0.502889660727233,0.169220678545535,1.21306047266396,0.464440488772932,0.276556906272657,0.348774111545645,"positive"
0.610512527441606,0.496814437853172,0.170069213882089,1.10834361109789,0.441373927320354,0.251892060815357,0.311232696529478,"positive"
0.620403691763058,0.495403691763058,0.158649077059235,1.12960500927153,0.415714773900574,0.26017229123204,0.332029026276432,"positive"
0.63390144125442,0.509408468367765,0.155676036151126,1.15386203567206,0.428599982084124,0.287335260977852,0.314830990962219,"positive"
0.602297815952916,0.492391131666955,0.175124420952052,1.09235651873914,0.445860423594946,0.239443613405572,0.309968894761987,"positive"
0.615539757468505,0.502923548170365,0.169152903659269,1.21278852593282,0.464266815626877,0.276616209298139,0.348613146190764,"positive"
0.598522933094064,0.490358502435265,0.177447425788268,1.0850100159446,0.447922090387088,0.233723213996389,0.309388143552933,"positive"
0.607338965880917,0.499941442138515,0.175117115722969,1.23671992683841,0.479550109040108,0.271397523742402,0.362778149842052,"positive"
0.587122998568229,0.484220076152123,0.184462770111859,1.06282398952125,0.454148208474275,0.216447928599548,0.307634307472035,"positive"
0.629611530674156,0.507098516516853,0.158315981123596,1.14551320969663,0.430942933247192,0.280834396483144,0.314171004719101,"positive"
0.57221988733625,0.463900563318748,0.183900563318748,1.0374915944105,0.425317937816493,0.181620450654998,0.340518197380006,"positive"
0.573483827880118,0.45758086059941,0.17758086059941,1.04204178036842,0.40357816046197,0.176564688479528,0.360741246081889,"positive"
0.57,0.46503991446225,0.1870319315698,1.00001814680826,0.430233314303914,0.18093831788376,0.3010159657849,"positive"
0.574894816552987,0.450525917235063,0.170525917235063,1.04712133959075,0.379309155288618,0.170920733788051,0.383317064847797,"positive"
0.57,0.451917696121382,0.176534156897105,0.96117638051929,0.386405105045415,0.168340988276526,0.295767078448553,"positive"
0.56631532985717,0.460261319428682,0.176576649285853,0.938857114486396,0.373962515529245,0.165075776014477,0.316054010428488,"positive"
0.568369536000537,0.476630463999463,0.188478144002147,1.00585827200778,0.439043040008051,0.19848927359737,0.295217216003221,"positive"
0.570092321317643,0.474538393411785,0.194538393411785,1.02983235674351,0.461912073336542,0.190130714729428,0.306477141082287,"positive"
0.57,0.46573477294296,0.187587818354368,1.00207492791116,0.432554141629487,0.181605382025242,0.301293909177184,"positive"
0.567950063263997,0.477049936736003,0.18680025305599,0.999775917327963,0.432750948959962,0.200544690006413,0.292700379583985,"positive"
0.566251606047153,0.460006424188614,0.176258030235767,0.937289508759975,0.372414026945829,0.164636081725359,0.31624518185854,"positive"
0.571768643079558,0.466156784602208,0.186156784602208,1.03586711508641,0.433079339031596,0.183425427681766,0.333298289272934,"positive"
0.574659154019318,0.451704229903407,0.171704229903407,1.04627295446955,0.383362550867721,0.171863383922726,0.379546464309096,"positive"
0.568736764048226,0.469947056192905,0.188683820241131,0.998424395586364,0.432803366371896,0.181783671932761,0.308789707855321,"positive"
0.566249396741623,0.459997586966492,0.176246983708115,0.937235159843927,0.37236034082144,0.164620837517199,0.316251809775131,"positive"
0.499145667757839,0.40457283387892,0.140427166121081,0.673841732896864,0.262842811088543,0.124704824099783,0.249978641693946,"positive"
0.50797673892579,0.411135953019839,0.141227190603968,0.691539701878326,0.277271906039678,0.128295167113887,0.251227190603968,"positive"
0.48233157902956,0.39616578951478,0.14883421048522,0.680567368388176,0.220387237049639,0.138576447300613,0.249558289475739,"positive"
0.497147435700754,0.400245726167923,0.14,0.673404914523358,0.255966879719053,0.125141025719699,0.23954059756943,"positive"
0.48489392245654,0.39744696122827,0.14755303877173,0.679542431017384,0.226857154202764,0.136462513973354,0.249622348061414,"positive"
0.529520568620646,0.42770812970819,0.144541625941638,0.740261901342077,0.310416259416379,0.139895690795733,0.254541625941638,"positive"
0.516736447995063,0.417874190765433,0.142574838153087,0.711350120850373,0.290748381530866,0.133011933535803,0.252574838153087,"positive"
0.498639935078099,0.40431996753905,0.14068003246095,0.67404402596876,0.261565836072201,0.125122053560568,0.249965998376952,"positive"
0.521685387514299,0.422348310011439,0.122651689988561,0.840911191610387,0.280179771260009,0.169105606029741,0.284696620022878,"positive"
0.501167787157465,0.405934229725972,0.139065770274028,0.682515316855628,0.265817451010225,0.126428997287527,0.251868459451944,"positive"
0.521242303593317,0.421993842874654,0.123006157125346,0.837490583740408,0.279869612515322,0.168183991474099,0.283987685749307,"positive"
0.492453116234392,0.401226558117196,0.143773441882804,0.676518753506243,0.24594411849184,0.130226179106627,0.24981132790586,"positive"
0.514410290075466,0.416528232060373,0.128471767939627,0.784747439382598,0.275087203052826,0.153973403356969,0.273056464120746,"positive"
0.484849474271759,0.39742473713588,0.14757526286412,0.679560210291296,0.226744922536192,0.136499183725799,0.249621236856794,"positive"
0.493318624007516,0.393864373345859,0.14,0.673277287466917,0.243842309357133,0.126672550396994,0.225501621360891,"positive"
0.567399988691322,0.465600067852065,0.175,0.956280003392603,0.384420019224752,0.191720109694172,0.28459995476529,"positive"
0.565,0.4712380722526,0.17324761445052,0.939300905950251,0.372202814389835,0.194321850516135,0.290771469945321,"positive"
0.551637782937614,0.466637782937614,0.180938763138838,0.96175101051107,0.361775565875229,0.214554592764587,0.298755052555352,"positive"
0.565,0.462079055649228,0.171415811129846,0.920799692411441,0.355167043507565,0.172706571332179,0.307257699831389,"positive"
0.569275750300148,0.475724249699851,0.192103001200594,1.01899837935215,0.452636254502228,0.194048823529272,0.300654501800891,"positive"
