"Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
65,50,3250,0.769,0.454,0.487,245.83,1475,1582,6,"positive"
29,32,928,1.103,0.476,0.72,7.25,442,668,61,"positive"
28,32,896,1.143,0.462,0.722,7.02,414,647,59,"positive"
168,145,24360,0.863,0.798,0.963,13.06,19430,23457,1488,"positive"
187,137,25619,0.733,0.899,0.991,29.29,23025,25400,786,"positive"
72,96,6912,1.333,0.488,0.582,15.69,3374,4025,215,"positive"
186,469,87234,2.522,0.378,0.529,22.29,33017,46133,1481,"positive"
174,471,81954,2.707,0.339,0.433,15.84,27820,35499,1756,"positive"
64,73,4672,1.141,0.403,0.445,72.38,1882,2077,26,"positive"
29,31,899,1.069,0.463,0.726,6.93,416,653,60,"positive"
28,31,868,1.107,0.508,0.767,7.47,441,666,59,"positive"
28,32,896,1.143,0.481,0.742,7.43,431,665,58,"positive"
128,347,44416,2.711,0.399,0.567,13.07,17721,25163,1356,"positive"
28,31,868,1.107,0.492,0.745,7.49,427,647,57,"positive"
28,32,896,1.143,0.488,0.743,7.05,437,666,62,"positive"
153,158,24174,1.033,0.587,0.641,46.95,14180,15491,302,"positive"
93,104,9672,1.118,0.451,0.611,4.25,4366,5908,1028,"positive"
78.3142992323264,75.6775770909153,6303.72963107144,0.934953229717212,0.452573467939394,0.545963325171731,130.956128266235,2849.70139573771,3639.05923139444,491.971921979915,"positive"
91.2217247784138,100.570469215512,9264.13987596333,1.09583506955951,0.451190529488027,0.603124781161547,19.5927045725286,4182.39308337122,5633.25647826493,963.092954412103,"positive"
82.3883306384087,83.5346376597881,7238.13783428073,0.985733121171594,0.452136964574456,0.56400546425581,95.8059672990441,3270.34513841569,4268.49708363414,640.674068301916,"positive"
82.587426001206,83.9186072880402,7283.80177784804,0.98821470265789,0.452115632928442,0.564887172291055,94.088200951023,3290.90173462452,4299.25731718633,647.94104904402,"positive"
